_id,nom,url,prix_avant,prix_apres,reduction,categorie,sous_categorie,description,images[0],images[1],images[2],images[3],images[4],images[5],images[6],images[7],images[8],images[9],images[10],images[11],images[12],date_scraping
695814b9d3cdbac208713a53,Caméra IP DAHUA 4MP DH-IPC-HFW1431S1-S4 BULLET en vente,https://nowtechcenter.com/produit/camera-ip-dahua-4mp-dh-ipc-hfw1431s1-s4-bullet-en-vente/,"45,000CFA","39,000CFA",-13%,Cameras DAHUA,Cameras DAHUA,"Caractéristiques d’imageModèle:DH-IPC-HFW1431S1-S4Type:Caméra IP Bullet – 4MP(usage extérieur)Capteur :CMOS 1/3″ – 4 mégapixelsRésolution maximale :2688 × 1520 @ 20 ipsou2560 × 1440 @ 25/30 ipsObjectif fixe :2.8 mm / 3.6 mmselon version (large champ de vision)Vision nocturne :IR intégré jusqu’à 30 mSensibilité lumière : excellente performance en faible luminositéFonctions vidéo et imageCompression :H.265/H.264, avecSmart H.265+ & H.264+pour optimiser bande passante et stockageAmélioration d’image :DWDR (Wide Dynamic Range numérique),3D NR (réduction de bruit),BLC/HLC(compensation contre-jour et zones lumineuses)ROI (zones d’intérêt) configurablesFonctions intelligentesDétection intelligente :intrusion, franchissement de ligne (tripwire)Détection anomalies : mouvement, masquage zones privées, carte SD absente/pleine, conflit IP, déconnexion réseau, accès illégalStockage et connectivitéEmplacement carte mémoire :microSD jusqu’à 256 GoConnectivité :RJ45 Ethernet, protocoleONVIFAlimentation :12V DC ou PoE (Power over Ethernet)Protection et fiabilitéIndice de protection :IP67(étanche poussière/eau, usage extérieur)Boîtier :Bullet métallique, robuste pour conditions extérieures",HFW1431S1.jpg,,,,,,,,,,,,,02-01-2026
695814bbd3cdbac208713a54,Camera IP DAHUA DH-IPC-HDBW2431EP-S-S2 4MP DOME en vente,https://nowtechcenter.com/produit/camera-ip-dahua-dh-ipc-hdbw2431ep-s-s2-4mp-dome-en-vente/,"45,000CFA","39,900CFA",-11%,Cameras DAHUA,Cameras DAHUA,"Nous avons le Camera IP DAHUA DH-IPC-HDBW2431EP-S-S2 4MP DOME en vente actuellement:Modèle :DH-IPC-HDBW2431EP-S-S2.Type :Caméra IP Dôme IR – 4MPCapteur :CMOS 1/3″ – 4 mégapixels(faible éclairage, haute définition)Résolution maximale :2688 × 1520 @ 20 ipsou2560 × 1440 @ 25/30 ipsObjectif fixe :2.8 mm(large champ de vision)Vision nocturne :IR intégré jusqu’à 30 mFonctions vidéo et imageCompression :H.265/H.264, avecSmart H.265+ & H.264+pour optimiser bande passante et stockageTechnologieStarlight: meilleure image en couleur en faible luminositéWDR (Wide Dynamic Range) : gestion des contrastes lumineuxRéduction de bruit :3D NRCompensation :BLC/HLC(contre-jour et zones lumineuses)Fonctions intelligentesDétection intelligente :intrusion, franchissement de ligne (tripwire)Détection anomalies : mouvement, masquage zones privées, carte SD absente/pleine, conflit IP, déconnexion réseau, accès illégalStockage et connectivitéEmplacement carte mémoire :microSD jusqu’à 256 GoConnectivité :RJ45 Ethernet (PoE), protocoleONVIFAlimentation :12V DC ou PoEProtection et fiabilitéIndice de protection :IP67(étanche poussière/eau)Résistance mécanique :IK10(anti-vandalisme)Boîtier : Dôme compact, robuste pour usage extérieur/intérieur",HDBW2431EP.jpg,,,,,,,,,,,,,02-01-2026
695814bdd3cdbac208713a55,CAMERA IP DAHUA DH-IPC-HFW2230SP- S-S2 2MP Bullet wifi en vente,https://nowtechcenter.com/produit/camera-ip-dahua-dh-ipc-hfw2230sp-s-s2-2mp-bullet-wifi-en-vente/,"40,000CFA","35,000CFA",-13%,Cameras DAHUA,Cameras DAHUA,"Caractéristiques d’imageCapteur :CMOS 1/2.8″(faible luminosité, haute définition)Résolution maximale :2MP (1920 × 1080) @ 25/30 fpsObjectif fixe :2.8 mm(angle large, idéal pour surveillance générale)Sensibilité lumière : jusqu’à0.005 lux (couleur)et0.0005 lux (noir & blanc)Vision nocturne :Smart IRavec portée jusqu’à30 mFonctions vidéo et imageCompression :H.265/H.264, avecSmart H.265+/H.264+pour réduire bande passante et stockageFonctions d’amélioration :DWDR (Wide Dynamic Range numérique),3D NR (réduction de bruit),BLC (compensation contre-jour),HLC (compensation zones lumineuses),watermark numériqueZones d’intérêt (ROI) configurablesFonctions intelligentes (IVS)Détection intelligente :intrusion,franchissement de ligne (tripwire)Détection d’anomalies : mouvement, masquage de zones privées, absence ou erreur de carte SD, carte pleine, conflit IP, déconnexion réseau, accès illégal, détection de tensionStockage et connectivitéEmplacement carte mémoire :microSD jusqu’à 256 GoConnectivité :WiFi intégré+RJ45 EthernetProtocoles :ONVIFcompatibleAlimentation et protectionAlimentation :12V DCouPoE (Power over Ethernet)Indice de protection :IP67(étanche à la poussière et à l’eau, usage extérieur)Support mécanique :3 axespour ajustement flexible",HFW2230SP.jpg,,,,,,,,,,,,,02-01-2026
695814bfd3cdbac208713a56,Caméra IP DAHUA DH-IPC-HDBW1431EP-0280B-S4 4MP en vente,https://nowtechcenter.com/produit/camera-ip-dahua-dh-ipc-hdbw1431ep-0280b-s4-4mp-en-vente/,"40,000CFA","34,000CFA",-15%,Cameras DAHUA,Cameras DAHUA,"Découvrez la Caméra IP DAHUA DH-IPC-HDBW1431EP-0280B-S4 4MP en vente dès maintenant:Marque / Série: Dahua – Lite SeriesModèle: DH-IPC-HDBW1431EP-0280B-S4Type: Caméra IP dôme fixe (Eyeball/Dôme antivandale)Résolution: 4 mégapixels (2688 × 1520) – image haute définitionObjectif: focale fixe 2,8 mm (option 3,6 mm selon version)Cadence d’image: jusqu’à 25/30 fps en 4MPVision nocturneÉclairage infrarouge (IR): portée jusqu’à 30 mTechnologie Smart IR: ajustement automatique de l’intensité pour éviter la surexpositionVision claire en faible luminositéFonctions d’imageWDR numérique (DWDR)pour gérer les contre-joursRéduction de bruit 3D NRpour des images plus nettes en basse lumièreFonctions BLC/HLCpour compenser les zones sombres ou les fortes lumièresROI (Region of Interest)pour optimiser la qualité sur des zones précisesCompression et stockageCodec vidéo: H.265+/H.264+ (Smart Codec)Optimisation du débit binaire: réduction jusqu’à 70 % des besoins de stockage par rapport au H.264 classiqueConstruction et alimentationIndice de protection: IP67 (résistante à l’eau et à la poussière)Indice antivandale: IK10 (résistante aux chocs)Alimentation: 12 VDC ou PoE (Power over Ethernet)Boîtier: dôme métallique robuste, conçu pour une utilisation extérieure et intérieureAudio et détectionDétection de mouvementet alarmes basiques (sabotage, perte vidéo, etc.)Audio: selon version, possibilité de microphone intégré ou entrée audio externeAvantagesHaute résolution 4MPpour une surveillance détaillée.Vision nocturne IR 30 mfiable et claire.Robustesse IP67 + IK10, idéale pour les environnements extérieurs exposés.Compression H.265+, économie de bande passante et stockage.Installation simplifiée via PoE.",HDBW1431EP.jpg,,,,,,,,,,,,,02-01-2026
695814c1d3cdbac208713a57,Caméra IP Dahua 2MP DH-IPC-HDW1239VP-A-IL-0280B en vente,https://nowtechcenter.com/produit/camera-ip-dahua-2mp-dh-ipc-hdw1239vp-a-il-0280b-en-vente/,"30,000CFA","25,000CFA",-17%,Cameras DAHUA,Cameras DAHUA,"Caractéristiques principalesMarque / Série: Dahua – Eyeball Double IlluminateurModèle: DH-IPC-HDW1239VP-A-IL-0280BType: Caméra IP Eyeball (dôme fixe) pour intérieur/extérieurRésolution: 2 mégapixels (1920 × 1080) – Full HDCapteur: CMOS 1/2.8″ haute sensibilité, adapté aux faibles luminositésObjectif: focale fixe 2,8 mm (option 3,6 mm disponible)Cadence d’image: jusqu’à 25/30 fps en 1080pVision nocturne et éclairageDouble illuminateur intelligent:LED infrarouge (IR) pour vision discrèteLumière blanche (Warm Light) pour couleurs en basse luminositéDistance d’éclairage: jusqu’à 30–40 mTechnologie Smart Dual Light: bascule automatique entre IR et lumière blanche selon la scèneFonctions d’imageWDR réel 130 dB: meilleure gestion des contre-joursDWDR numériqueet3D NR: réduction du bruit en basse lumièreFonctions BLC / HLC: compensation des zones sombres ou des fortes lumièresRotation mode, ROI: optimisation de l’image selon zones d’intérêtAudio et détectionMicrophone intégré(version -A)Détection intelligente: mouvement, sabotage vidéo, détection audio, déconnexion réseau, conflit IP, accès illégalDétection humainesupportéeCompression et stockageCodec vidéo: H.265/H.264 avec Smart H.265+/H.264+Bitrate optimisé: faible consommation de bande passante et stockageConstruction et alimentationIndice de protection: IP67 (résistant à l’eau et à la poussière)Alimentation: 12 VDC ou PoE (Power over Ethernet)Boîtier: robuste, adapté aux environnements extérieursAvantagesImagesFull HD 2MPclaires et précises.Double illuminateurpour une vision nocturne flexible (IR + lumière blanche).WDR 130 dBpour une excellente adaptation aux conditions lumineuses difficiles.Audio intégréet détection intelligente pour une surveillance avancée.IP67: fiabilité en extérieur, même en conditions climatiques difficiles.PoE: installation simplifiée via un seul câble.",HDW1239VP.jpg,,,,,,,,,,,,,02-01-2026
695814c3d3cdbac208713a58,Caméra Bullet 4MP ECO Smart Dual Light DH-IPC-B1E49P-IL-0360B-S2 en vente,https://nowtechcenter.com/produit/camera-bullet-4mp-eco-smart-dual-light-dh-ipc-b1e49p-il-0360b-s2-en-vente/,"35,000CFA","30,000CFA",-14%,Cameras DAHUA,Cameras DAHUA,"Découvrez la Caméra Bullet 4MP ECO Smart Dual Light DH-IPC-B1E49P-IL-0360B-S2 en vente dès maintenant pour tous vos besoins de sécurité:Marque / Série: Dahua – Eco Smart Dual LightModèle: DH-IPC-B1E49P-IL-0360B-S2Type: Caméra IP Bullet extérieure à focale fixeRésolution: 4 mégapixels (2560 × 1440) pour une image nette et détailléeObjectif: focale fixe de 3,6 mm (angle de vision large, idéal pour surveillance générale)Vision nocturne intelligente:Infrarouge (IR) pour une vision discrèteLumière blanche automatique activée en cas de détection de mouvement (Smart Dual Light)Technologie IA: SMD Plus (Smart Motion Detection) pour réduire les fausses alertesCompression vidéo: Smart H.265+/H.264+ pour optimiser stockage et bande passanteAudio: microphone intégré (selon version) pour capturer le sonIndice de protection: IP67 (résistante à l’eau et à la poussière, adaptée aux environnements extérieurs)Alimentation: DC 12V ou PoE (Power over Ethernet)Compatibilité: fonctionne avec NVR Dahua et surveillance mobile via application (DMSS)Capteur: CMOS haute performance 1/3″Cadence d’image: jusqu’à 25/30 fps en 4MPFonctions d’image: WDR numérique, réduction de bruit (3D DNR), balance des blancs automatiqueMatériau du boîtier: métal/plastique robuste, conçu pour résister aux intempériesInstallation: montage mural ou plafond, facile à configurer via interface web/NVRAvantagesImageshaute définition 4MPpour une surveillance précise.Vision nocturne hybride(IR + lumière blanche) qui s’adapte automatiquement à la situation.IA intégréepour limiter les fausses alarmes (détection humaine/véhicule).Robustesse IP67, idéale pour une utilisation extérieure.Flexibilité d’alimentation(PoE ou 12V).",B1E49P.jpg,,,,,,,,,,,,,02-01-2026
695814c5d3cdbac208713a59,Afficheur POS ELITE pour client VFD S500 Bon prix en vente au cameroun,https://nowtechcenter.com/produit/afficheur-pos-elite-pour-client-vfd-s500-bon-prix-en-vente-au-cameroun/,"80,000CFA","60,000CFA",-25%,Afficheurs Laptop,Afficheurs Laptop,"Afficheur POS ELITE pour client VFD S500Type d’affichage : VFD (Vacuum Fluorescent Display)Couleur des caractères : Vert / bleu-vertNombre de lignes : 2Nombre de caractères : 20 caractères par ligneTaille des caractères : Environ 9 mmAngle de vision : Environ 160°Interface de connexion : RS-232 (DB9)Autre version : USB avec émulation sérieVitesse de communication : 9600 bps (configurable)Format de communication : 8 bits de données, sans parité, 1 bit de stopCompatibilité : Caisse enregistreuse POS ELITE S500Émulations supportées : ESC/POS, EPSON, AEDEX / UTCCompatibilité logicielle : Logiciels de caisse standardsAlimentation : 5 V DCConsommation électrique : < 5 WType de montage : Afficheur client sur pied (pole display)Orientation : Réglable (rotation et inclinaison)Matériau : Plastique ABS et tige métalliqueCouleur : NoirTempérature de fonctionnement : 0 °C à +40 °CTempérature de stockage : –20 °C à +60 °CHumidité relative : 10 % à 85 % sans condensationUtilisation : Affichage des articles, prix, totaux et messages clientDomaines d’application : Supermarchés, boutiques, pharmacies, restaurants",tactileVFDS500.jpg,,,,,,,,,,,,,02-01-2026
695814c7d3cdbac208713a5a,Caméra dôme IP ECO 4MP DH-IPC-T1E49P-IL-0280B-S2 en vente,https://nowtechcenter.com/produit/camera-dome-ip-eco-4mp-dh-ipc-t1e49p-il-0280b-s2-en-vente/,"35,000CFA","30,000CFA",-14%,Cameras DAHUA,Cameras DAHUA,"Découvrez la caméra dôme IP ECO 4MP DH-IPC-T1E49P-IL-0280B-S2 en vente dès maintenant:Résolution :4MP (2560 × 1440, Quad HD).Type :Caméra IP Dôme fixe, série économique Eco Smart DualObjectif fixe :2.8 mm (grand angle, environ 105° de champ de vision)Vision nocturne :Infrarouge (IR) jusqu’à 30 m + lumière LED blanche intelligenteSmart Dual Light :IR activé par défaut la nuit, bascule en lumière blanche quand un mouvement est détectéCompression vidéo :Smart H.265+ et Smart H.264+ (optimisation stockage et bande passante)Indice de protection :IP67 (résistante à l’eau et à la poussière, adaptée intérieur/extérieur)Audio :Microphone intégré (selon version)Alimentation :DC 12V ou PoE (Power over Ethernet)Points techniques détaillésCapteur d’image :CMOS 1/3″ haute performanceCadence d’image :25/30 fps en 4MPFonctions d’image :DWDR (Wide Dynamic Range numérique), BLC (compensation de contre-jour), AWB (balance des blancs auto), AGC (gain auto), 3D-DNR (réduction du bruit numérique)Compatibilité :Plug & Play avec NVR Dahua, surveillance à distance via application mobile (DMSS)Design compact :discret et robuste pour installation intérieure ou extérieureAvantagesHaute résolution :4MP pour une image plus détaillée que les modèles 2MP.Vision nocturne optimisée :Smart Dual Light avec bascule automatique entre infrarouge et lumière blanche.Efficacité :Compression Smart H.265+/H.264+ réduisant coûts de stockage et transmission.Robustesse :Boîtier IP67, conçu pour résister aux intempéries.Surveillance intelligente :Détection de mouvement, sabotage vidéo et alertes en temps réel via application Dahua.",T1E49P.jpg,,,,,,,,,,,,,02-01-2026
695814c8d3cdbac208713a5b,Caméra IP dôme ECO 2MP DH-IPC-T1E29P-IL-0280B-S2  en vente,https://nowtechcenter.com/produit/camera-ip-dome-eco-2mp-dh-ipc-t1e29p-il-0280b-s2-en-vente/,"25,000CFA","19,900CFA",-20%,Cameras DAHUA,Cameras DAHUA,"Caméra IP dôme ECO 2MP DH-IPC-T1E29P-IL-0280B-S2 en vente:Résolution :2MP (1920 × 1080, Full HD)Type :Caméra IP Dôme fixe, série ECO Smart DualObjectif fixe :2.8 mm (angle de vision environ 105°)Vision nocturne :Infrarouge jusqu’à 30 m + LED blanche jusqu’à 15 mSmart Dual Light :IR activé par défaut la nuit, bascule en lumière blanche quand un mouvement est détectéCompression vidéo :Smart H.265+ et Smart H.264+ (optimisation stockage et bande passante)Indice de protection :IP67 (résistante à l’eau et à la poussière, adaptée extérieur/intérieur)Audio :Microphone intégré (selon version)Alimentation :DC 12V ou PoE (Power over Ethernet)Points techniques détaillésCapteur d’image :CMOS 1/2.8″ haute performanceCadence d’image :25/30 fps en 1080pFonctions d’image :DWDR (Wide Dynamic Range numérique), BLC (compensation de contre-jour), AWB (balance des blancs auto), AGC (gain auto), 3D-DNR (réduction du bruit numérique)Compatibilité :Plug & Play avec NVR Dahua, surveillance à distance via application mobileDesign compact :discret pour installation intérieure ou extérieureAvantagesPolyvalence :IP Dôme compacte, facile à installer en intérieur comme en extérieur.Vision nocturne optimisée :Smart Dual Light pour basculer automatiquement entre infrarouge et lumière blanche.Efficacité :Compression Smart H.265+/H.264+ réduisant coûts de stockage et transmission.Robustesse :Boîtier IP67, conçu pour résister aux intempéries.Surveillance intelligente :Détection de mouvement, sabotage vidéo et alertes en temps réel via application Dahua.",T1E29P.jpg,,,,,,,,,,,,,02-01-2026
695814cbd3cdbac208713a5c,Caméra IP Bullet 2MP Eco Smart Dual DH-IPC-B1E29P-IL-0360B-S2 en vente,https://nowtechcenter.com/produit/camera-ip-bullet-2mp-eco-smart-dual-dh-ipc-b1e29p-il-0360b-s2-en-vente/,"25,000CFA","19,900CFA",-20%,Cameras DAHUA,Cameras DAHUA,"Découvrez la Caméra IP Bullet 2MP Eco Smart Dual DH-IPC-B1E29P-IL-0360B-S2 en vente dès maintenant:Résolution :2MP (1920 × 1080, Full HD)Type :Caméra IP Bullet fixe, série ECO Smart DualObjectif fixe :3.6 mm (grand angle)Vision nocturne :Infrarouge (IR) + lumière LED blanche intelligenteSmart Dual Light :IR activé par défaut la nuit, bascule en lumière blanche quand un mouvement est détectéCompression vidéo :Smart H.265+ et Smart H.264+ (optimisation stockage et bande passante)Indice de protection :IP67 (résistante à l’eau et à la poussière, adaptée extérieur)Audio :Microphone intégré (selon version)Alimentation :DC 12V ou PoE (Power over Ethernet)Points techniques détaillésCapteur d’image :CMOS 1/2.8″ haute performanceCadence d’image :25/30 fps en 1080pFonctions intelligentes :Détection de mouvement, sabotage vidéo, anomalies de sécuritéCompatibilité :Plug & Play avec NVR Dahua, surveillance à distance via application mobileAvantagesPolyvalence :IP Bullet compacte, facile à installer en intérieur comme en extérieur.Vision nocturne optimisée :Smart Dual Light pour basculer automatiquement entre IR et lumière blanche.Efficacité :Compression Smart H.265+/H.264+ réduisant coûts de stockage et transmission.Robustesse :Boîtier IP67, conçu pour résister aux intempéries.Surveillance intelligente :Détection de mouvement et alertes en temps réel via application Dahua.",B1E29P.jpg,,,,,,,,,,,,,02-01-2026
695814ccd3cdbac208713a5d,CAMERA AHD DAHUA DH-HAC-B2A51P 5MP Bullet bon prix en vente,https://nowtechcenter.com/produit/camera-ahd-dahua-dh-hac-b2a51p-5mp-bullet-bon-prix-en-vente/,"20,000CFA","15,000CFA",-25%,Cameras DAHUA,Cameras DAHUA,"Découvrez la CAMERA AHD DAHUA DH-HAC-B2A51P 5MP Bullet à bon prix en vente dès maintenant:Résolution :5MP (2592 × 1944), sortie vidéo au format 16:9.Type :Caméra Bullet IR fixe, technologie HDCVI/AHD/TVI/CVBS (4-en-1)Objectif fixe :3.6 mm (option 2.8 mm disponible)Vision nocturne :Infrarouge (IR) jusqu’à 20 mètres⚙️Smart IR :Ajustement automatique pour éviter la surexposition en mode nuitSortie vidéo :HD/SD commutableIndice de protection :IP67 (résistante à l’eau et à la poussière, adaptée extérieur)Montage :Compacte et facile à installerAlimentation :DC 12V ±30%Points techniques détaillésCapteur d’image :CMOS haute performanceCadence d’image :25 ips en 5MPDWDR (Digital Wide Dynamic Range) :Améliore la visibilité dans les zones à fort contrasteCompatibilité :Fonctionne avec DVR Dahua et autres en mode analogique multi-standardDesign compact :discret et robuste pour installation extérieureAvantagesHaute résolution :5MP pour une image plus détaillée que les modèles 2MP.Polyvalence :Compatible avec plusieurs formats analogiques (4-en-1).Robustesse :Boîtier IP67, conçu pour résister aux intempéries.Vision nocturne claire :IR jusqu’à 20 m avec Smart IR.",B2A51P.jpg,,,,,,,,,,,,,02-01-2026
695814ced3cdbac208713a5e,CAMERA AHD DAHUA DH-HAC-T2A41P Dôme 2mp bon prix en vente,https://nowtechcenter.com/produit/camera-ahd-dahua-dh-hac-t2a41p-dome-2mp-bon-prix-en-vente/,"20,000CFA","15,000CFA",-25%,Cameras DAHUA,Cameras DAHUA,"Découvrez le CAMERA AHD DAHUA DH-HAC-T2A41P Dôme 2mp bon prix en vente maintenant:Résolution :2MP (1920 × 1080, Full HD)Type :Caméra Dome métallique, technologie HDCVI/AHD/TVI/CVBS (4-en-1)Objectif fixe :2.8 mm (grand angle)Vision nocturne :Infrarouge (IR) jusqu’à 20 mètresSortie vidéo :HD/SD commutableIndice de protection :IP67 (résistante à l’eau et à la poussière, idéale extérieur/intérieur)Audio :Entrée audio disponible sur certains modèles (selon version)Alimentation :DC 12V ±30%Capteur d’image :CMOS haute performance 1/2.7″Cadence d’image :25/30 fps en 1080pDWDR (Digital Wide Dynamic Range) :Améliore la visibilité dans les zones à fort contrasteCompatibilité :Fonctionne avec DVR Dahua et autres en mode analogique multi-standardDimensions compactes :discrète pour installation intérieure ou extérieureAvantagesPolyvalence :Compatible avec plusieurs formats analogiques (4-en-1).Robustesse :Boîtier métallique IP67, conçu pour résister aux intempéries.Qualité d’image :Full HD avec vision nocturne claire jusqu’à 20 m.Fiabilité :Conçue pour une utilisation continue en intérieur comme en extérieur.",T2A41P.jpg,,,,,,,,,,,,,02-01-2026
695814d0d3cdbac208713a5f,CAMERA AHD DAHUA DH-HAC-T2A21P BULLET 2mp en vente,https://nowtechcenter.com/produit/camera-ahd-dahua-dh-hac-t2a21p-bullet-2mp-en-vente/,"15,000CFA","11,000CFA",-27%,Cameras DAHUA,Cameras DAHUA,"Spécifications principalesRésolution :2MP (Full HD 1080p)Type de caméra :Bullet métallique, technologie AHD/HDCVI/HDTVI/CVBS (4-en-1)Objectif :2.8 mm grand angleCadence d’image :25/30 images par seconde en 1080pVision nocturne :Infrarouge (IR) jusqu’à 20–30 mètres selon modèleSmart IR :Ajustement automatique de l’intensité IR pour éviter la surexpositionWDR numérique (DWDR) :Améliore la visibilité dans les zones à forte luminosité/contrasteMicrophone intégré :Permet la capture audio en plus de la vidéoIndice de protection :IP67 (résistant à la poussière et à l’eau, adapté extérieur)Matériau :Boîtier métallique robuste, conçu pour une meilleure durabilitéMontage :Support 3 axes pour un ajustement flexibleCompatibilité :Fonctionne avec DVR Dahua et autres en mode analogique multi-standardPoints techniques détaillésCapteur d’image :CMOS haute performance 1/2.7″Sortie vidéo :Commutable entre CVBS et HD analogique (HDCVI/AHD/TVI)Plage dynamique :DWDR pour améliorer les zones sombres et lumineusesAlimentation :DC 12V ±30%Consommation :Environ 3.2W maxDimensions :Compacte, adaptée aux installations discrètesAvantagesPolyvalence :Compatible avec plusieurs formats analogiques (4-en-1).Robustesse :Boîtier métallique IP67, idéal pour extérieur.Qualité d’image :Full HD avec vision nocturne efficace.Audio intégré :Microphone pratique pour surveillance avec son.",T2A21P.jpg,,,,,,,,,,,,,02-01-2026
695814d2d3cdbac208713a60,Kit Terminal de vente Elite POS X750 Un écran 15.6 tactile i3 8GB Ram 512GB SSD bon prix en vente au cameroun,https://nowtechcenter.com/produit/kit-terminal-de-vente-elite-pos-x750-un-ecran-15-6-tactile-i3-8gb-ram-512gb-ssd-bon-prix-en-vente-au-cameroun/,"700,000CFA","550,000CFA",-21%,CAISSE ENREGISTREUSE,CAISSE ENREGISTREUSE,"Kit Terminal de vente Elite POS X750 Un écran 15.6 tactile i3 8GB Ram 512GB SSDProcesseur: Intel® Core™ i3. Découvrez le Kit Terminal de vente Elite POS X750 pour des performances optimales.RAM: 8 GoStockage: SSD 512 GoÉcran: Tactile 15,6″Système: WindowsConnectivité: USB, Ethernet, Wi-Fi (optionnel)Périphériques inclus: Scanner codes-barres, imprimante thermique 80 mm, tiroir caisseUsage: Commerces de détail, restaurants, hôtels",POS-X750.jpg,,,,,,,,,,,,,02-01-2026
695814d6d3cdbac208713a61,"Kit Terminal de vente Elite POS X900  Un écran 11.6 tactile i5, 8GB Ram, 512GB SSD bon prix en vente au Cameroun",https://nowtechcenter.com/produit/kit-terminal-de-vente-elite-pos-x900-un-ecran-11-6-tactile-i5-8gb-ram-512gb-ssd-bon-prix-en-vente-au-cameroun/,"750,000CFA","650,000CFA",-13%,CAISSE ENREGISTREUSE,CAISSE ENREGISTREUSE,"Kit Terminal de vente Elite POS X900 Un écran 11.6 tactile i5, 8GB Ram, 512GB SSD bon prix en vente au CamerounProcesseur: Intel® Core™ i5, idéal pour le Kit Terminal de vente Elite POS X900.RAM: 8 GoStockage: SSD 512 GoÉcran: Tactile 11,6″Système: WindowsConnectivité: USB, Ethernet, Wi-Fi (optionnel)Périphériques inclus: Scanner codes-barres, imprimante thermique 80 mm, tiroir caisseUsage: Commerces de détail, restaurants, hôtels",Elite-Pos-X900.png,ecran-Elite-Pos-X900.png,Elite-Pos-X900-1.png,,,,,,,,,,,02-01-2026
695814dad3cdbac208713a62,"LAPTOP DELL VOSTRO 3520, Core i3 12th, 8Go RAM, 512Go SSD, 15.6 pouces bon prix",https://nowtechcenter.com/produit/laptop-dell-vostro-3520-core-i3-12th-8go-ram-512go-ssd-15-6-pouces-bon-prix/,"300,000CFA","240,000CFA",-20%,Laptop DELL,Laptop DELL,"Type de produit: Ordinateur portableMarque: DELLModèle :Vostro 3520Processeur :Intel Core i5-1135G7 2.4 GHz de 12e génération,Carte graphique :Intel Iris Xe,Mémoire (RAM): 8 GoStockage: 512 Go SSDEcran: 15,6 pouces FHDConnectique: USB-A / RJ45 / USB-C / HDMIConnectivité: Wifi + BluetoothClavier: QwertySystème d’exploitation: Windows 11Couleur: NoirPoids: ‎2.59 kg",7337915_2_0_91ca13ef-bf98-4859-955e-39222bac853b.jpg,laptop-dell-vostro-3520__2.jpg,laptop-dell-vostro-3520__3.jpg,,,,,,,,,,,02-01-2026
695814dcd3cdbac208713a63,Laptop HP Probook 450 G9 Intel Core i7 12eme génération 16Go RAM 512Go SSD 2Go Nvidia écran 15.6″ bon prix en vente au Cameroun,https://nowtechcenter.com/produit/laptop-hp-probook-450-g9-intel-core-i7-12eme-generation-16go-ram-512go-ssd-2go-nvidia-ecran-15-6-bon-prix-en-vente-au-cameroun-2/,"600,000CFA","570,000CFA",-5%,Laptop HP,Laptop HP,"GeneralProduct Type: Odrinateur portableMarque: HPModèle: Probook 450 G9Processor / ChipsetIntel core i7 12eme GénérationMax Turbo Speed4.4 GHzNumber of Cores10-coreCacheL3 – 12 MBFeaturesIntel Turbo Boost TechnologyMemory16Go RAMMax RAM Supported32 GBTechnologyDDR4 SDRAMStorage512Go SSDDisplayType15.6″LCD Backlight TechnologyWLED backlightResolution1920 x 1080 (Full HD)V-Sync Rate at Max Res.60 HzWideScreenYesImage Brightness250 cd/m²Color gamut45% NTSCFeaturesFeaturesKeyboard NameHP PremiumAudio & VideoCarte Graphique: 2Go NvidiaVideo Resolutions720pInputclavier, ClickPadLangue: FrancaisCommunicationsWirelessBluetooth 5.2, 802.11a/b/g/n/ac/ax (Wi-Fi 6E)Bluetooth ClassClass 2Wireless ControllerIntel Wi-Fi 6E AX 211Network InterfaceGigabit EthernetEthernet ControllerRealtek RTL8111HSHRemote Management ProtocolSNMP 2FeaturesFeaturesCompliant StandardsIEEE 802.1x, IEEE 802.11i, Wi-Fi CERTIFIED",probook-450g9-i7.jpg,,,,,,,,,,,,,02-01-2026
695814ded3cdbac208713a64,laptop lenovo IDEAPAD 3 15 ITI CORE i5: 11 ieme GEN 8Go de RAM DDR4-1To de disque dur HDD écran grise  bon prix en vente au cameroun,https://nowtechcenter.com/produit/laptop-lenovo-ideapad-3-15itl6-15-6-intel-core-i7-11th-gen-8gb-ram-1-to-hdd-bon-prix-en-vente-au-cameroun/,"390,000CFA","350,000CFA",-10%,Laptop LENOVO,Laptop LENOVO,"Nom du produit :Ordinateur portableMarque :LENOVOModèle :IdeaPad 3 15ITIProcesseur :Intel Core i5-1165G7Vitesse du processeur :2.8 – 4.7Ghz 12MBChipset :Plate-forme SoC IntelGraphique :Intel Iris Xe GraphicsMémoire :8 Go DDR4 (4 Go soudés à la carte mère + 4 Go)Stockage :DISQUE DUR DE 1 TO 2.5”.Écran :15,6” FHD (1920 x 1080) anti-refletsConnexions :1x usb 2.0 / 1x usb 3.0 / 1x usb-c / 1x HDMI 1.4 / 1x lecteur de carte / 1x port jack 3.5 / 1x prise de chargeConnectivité :Wi-Fi + Bluetooth 5.0Alimentation électrique :65WSystème d’exploitation :Windows 11 home 64bitCouleur :65WClavier :QWERTYPoids :1.65 KgGarantie :12 mois",WhatsApp-Image-2023-01-23-at-20.20.12-600x600.jpeg,,,,,,,,,,,,,02-01-2026
